Id,Account__c,Start_Date__c,End_Date__c,Product_Family__c,ARR__c,Prior_ARR__c,Status__c,Renewal_Outcome__c,Churn_Reason__c,Renewal_Opportunity__c
a00000000003838,001000000000398,2024-04-01,2025-04-22,Platform,13896,13896,Active,Renewed,,
a00000000003839,001000000003328,2024-04-01,2025-05-13,Analytics,13451,13451,Active,Renewed,,
a00000000003840,001000000004847,2024-04-01,2025-04-12,Automation,15464,15464,Active,Renewed,,
a00000000003841,001000000002904,2024-04-01,2025-06-09,Analytics,9608,9608,Active,Renewed,,
a00000000003842,001000000002824,2024-04-01,2025-06-10,Platform,13023,13023,Active,Renewed,,
a00000000003843,001000000002204,2024-04-01,2025-06-24,Core,12157,12157,Active,Renewed,,
a00000000003844,001000000003410,2024-04-01,2025-06-06,Automation,16188,16188,Active,Renewed,,
a00000000003845,001000000001249,2024-04-01,2025-05-03,Core,17074,17074,Active,Renewed,,
a00000000003846,001000000000341,2024-04-01,2025-04-08,Core,11180,11180,Active,Renewed,,
a00000000003847,001000000003080,2024-04-01,2025-04-19,Core,16008,16008,Active,Renewed,,
a00000000003848,001000000002526,2024-04-01,2025-04-25,Analytics,11033,11033,Active,Renewed,,
a00000000003849,001000000002383,2024-04-01,2025-04-24,Automation,14477,14477,Active,Renewed,,
a00000000003850,001000000002438,2024-04-01,2025-04-26,Core,14408,14408,Active,Renewed,,
a00000000003851,001000000004599,2024-04-01,2025-05-21,Analytics,13805,13805,Active,Renewed,,
a00000000003852,001000000004600,2024-04-01,2025-04-11,Core,16676,16676,Active,Renewed,,
a00000000003853,001000000000467,2024-04-01,2025-04-04,Platform,9786,9786,Active,Renewed,,
a00000000003854,001000000001884,2024-04-01,2025-06-20,Analytics,19337,9124,Active,Renewed,,
a00000000003855,001000000000372,2024-04-01,2025-05-26,Automation,21676,11859,Active,Renewed,,
a00000000003856,001000000003640,2024-04-01,2025-05-16,Automation,12467,12467,Active,Renewed,,
a00000000003857,001000000004979,2024-04-01,2025-06-17,Platform,15606,15606,Active,Renewed,,
a00000000003858,001000000004296,2024-04-01,2025-04-26,Analytics,8462,8462,Active,Renewed,,
a00000000003859,001000000001728,2024-04-01,2025-05-29,Automation,13246,13246,Active,Renewed,,
a00000000003860,001000000000478,2024-04-01,2025-05-29,Automation,10989,10989,Active,Renewed,,
a00000000003861,001000000001257,2024-04-01,2025-04-29,Core,14330,14330,Active,Renewed,,
a00000000003862,001000000003901,2024-04-01,2025-05-18,Core,12287,12287,Active,Renewed,,
a00000000003863,001000000004652,2024-04-01,2025-04-15,Platform,12481,12481,Active,Renewed,,
a00000000003864,001000000003026,2024-04-01,2025-04-08,Automation,16589,16589,Active,Renewed,,
a00000000003865,001000000000722,2024-04-01,2025-06-01,Core,13632,13632,Active,Renewed,,
a00000000003866,001000000002062,2024-04-01,2025-04-28,Core,15463,15463,Active,Renewed,,
a00000000003867,001000000001039,2024-04-01,2025-05-30,Analytics,16623,16623,Active,Renewed,,
a00000000003868,001000000003264,2024-04-01,2025-04-15,Automation,8140,8140,Active,Renewed,,
a00000000003869,001000000000578,2024-04-01,2025-05-11,Analytics,10351,10351,Active,Renewed,,
a00000000003870,001000000004520,2024-04-01,2025-04-20,Core,12910,12910,Active,Renewed,,
a00000000003871,001000000002515,2024-04-01,2025-06-05,Platform,9037,12558,Active,Downgraded,,
a00000000003872,001000000004160,2024-04-01,2025-05-09,Automation,10740,10740,Active,Renewed,,
a00000000003873,001000000000624,2024-04-01,2025-06-03,Core,12416,12416,Active,Renewed,,
a00000000003874,001000000003835,2024-04-01,2025-06-28,Core,8942,11491,Active,Downgraded,,
a00000000003875,001000000001136,2024-04-01,2025-04-18,Core,15994,15994,Active,Renewed,,
a00000000003876,001000000004020,2024-04-01,2025-04-06,Analytics,14621,14621,Active,Renewed,,
a00000000003877,001000000001937,2024-04-01,2025-06-24,Analytics,26411,15030,Active,Renewed,,
a00000000003878,001000000004024,2024-04-01,2025-05-13,Core,14979,14979,Active,Renewed,,
a00000000003879,001000000000014,2024-04-01,2025-04-05,Core,10112,10112,Active,Renewed,,
a00000000003880,001000000000669,2024-04-01,2025-04-24,Core,17103,17103,Active,Renewed,,
a00000000003881,001000000003056,2024-04-01,2025-05-11,Automation,30580,17110,Active,Renewed,,
a00000000003882,001000000002194,2024-04-01,2025-06-12,Core,13318,13318,Active,Renewed,,
a00000000003883,001000000003990,2024-04-01,2025-06-04,Automation,13380,13380,Active,Renewed,,
a00000000003884,001000000002657,2024-04-01,2025-06-08,Core,9442,9442,Active,Renewed,,
a00000000003885,001000000002597,2024-04-01,2025-04-23,Core,9387,9387,Active,Renewed,,
a00000000003886,001000000001409,2024-04-01,2025-06-01,Automation,16961,16961,Active,Renewed,,
a00000000003887,001000000002743,2024-04-01,2025-05-04,Automation,12985,12985,Active,Renewed,,
a00000000003888,001000000000762,2024-04-01,2025-04-17,Core,10050,10050,Active,Renewed,,
a00000000003889,001000000003388,2024-04-01,2025-06-12,Platform,15337,15337,Active,Renewed,,
a00000000003890,001000000003289,2024-04-01,2025-06-03,Platform,9315,9315,Active,Renewed,,
a00000000003891,001000000004834,2024-04-01,2025-06-23,Automation,9237,9237,Active,Renewed,,
a00000000003892,001000000002529,2024-04-01,2025-06-27,Core,11738,11738,Active,Renewed,,
a00000000003893,001000000003922,2024-04-01,2025-06-10,Core,8130,8130,Active,Renewed,,
a00000000003894,001000000002326,2024-04-01,2025-05-15,Analytics,8213,8213,Active,Renewed,,
a00000000003895,001000000003399,2024-04-01,2025-06-20,Platform,14598,14598,Active,Renewed,,
a00000000003896,001000000000357,2024-04-01,2025-06-03,Analytics,12431,12431,Active,Renewed,,
a00000000003897,001000000003741,2024-04-01,2025-06-24,Platform,13613,13613,Active,Renewed,,
a00000000003898,001000000002496,2024-04-01,2025-06-21,Automation,8171,8171,Active,Renewed,,
a00000000003899,001000000004673,2024-04-01,2025-04-16,Automation,8406,8406,Active,Renewed,,
a00000000003900,001000000004113,2024-04-01,2025-05-02,Analytics,24523,16551,Active,Renewed,,
a00000000003901,001000000001739,2024-04-01,2025-05-13,Core,16319,16319,Active,Renewed,,
a00000000003902,001000000004786,2024-04-01,2025-06-08,Platform,16136,16136,Active,Renewed,,
a00000000003903,001000000003913,2024-04-01,2025-05-24,Analytics,12802,12802,Active,Renewed,,
a00000000003904,001000000001804,2024-04-01,2025-05-25,Core,15901,15901,Active,Renewed,,
a00000000003905,001000000003198,2024-04-01,2025-05-14,Platform,12549,12549,Active,Renewed,,
a00000000003906,001000000001234,2024-04-01,2025-05-12,Automation,25674,14337,Active,Renewed,,
a00000000003907,001000000000973,2024-04-01,2025-04-04,Core,15737,15737,Active,Renewed,,
a00000000003908,001000000002772,2024-04-01,2025-04-27,Analytics,12571,12571,Active,Renewed,,
a00000000003909,001000000000353,2024-04-01,2025-05-20,Analytics,15330,15330,Active,Renewed,,
a00000000003910,001000000000892,2024-04-01,2025-04-04,Analytics,16323,16323,Active,Renewed,,
a00000000003911,001000000000174,2024-04-01,2025-05-06,Analytics,27458,13086,Active,Renewed,,
a00000000003912,001000000000493,2024-04-01,2025-04-06,Platform,9888,9888,Active,Renewed,,
a00000000003913,001000000004761,2024-04-01,2025-04-09,Automation,7803,7803,Active,Renewed,,
a00000000003914,001000000004496,2024-04-01,2025-05-01,Analytics,8135,8135,Active,Renewed,,
a00000000003915,001000000000016,2024-04-01,2025-06-12,Automation,8655,8655,Active,Renewed,,
a00000000003916,001000000001188,2024-04-01,2025-06-29,Platform,11584,11584,Active,Renewed,,
a00000000003917,001000000003756,2024-04-01,2025-04-16,Platform,9490,9490,Active,Renewed,,
a00000000003918,001000000000264,2024-04-01,2025-04-02,Platform,8365,8365,Active,Renewed,,
a00000000003919,001000000004377,2024-04-01,2025-05-13,Automation,14994,14994,Active,Renewed,,
a00000000003920,001000000003475,2024-04-01,2025-06-02,Automation,15383,15383,Active,Renewed,,
a00000000003921,001000000003365,2024-04-01,2025-06-09,Core,16678,16678,Active,Renewed,,
a00000000003922,001000000002414,2024-04-01,2025-05-20,Automation,17055,17055,Active,Renewed,,
a00000000003923,001000000002925,2024-04-01,2025-05-05,Automation,12599,12599,Active,Renewed,,
a00000000003924,001000000002411,2024-04-01,2025-04-03,Analytics,8639,8639,Active,Renewed,,
a00000000003925,001000000002524,2024-04-01,2025-06-29,Platform,8122,8122,Active,Renewed,,
a00000000003926,001000000002407,2024-04-01,2025-06-24,Platform,17827,13842,Active,Renewed,,
a00000000003927,001000000002012,2024-04-01,2025-05-18,Platform,11734,11734,Active,Renewed,,
a00000000003928,001000000002202,2024-04-01,2025-05-16,Analytics,16436,16436,Active,Renewed,,
a00000000003929,001000000003321,2024-04-01,2025-05-18,Platform,15093,15093,Active,Renewed,,
a00000000003930,001000000001171,2024-04-01,2025-05-21,Analytics,14656,14656,Active,Renewed,,
a00000000003931,001000000000221,2024-04-01,2025-04-14,Automation,14270,14270,Active,Renewed,,
a00000000003932,001000000003265,2024-04-01,2025-05-18,Core,8140,8140,Active,Renewed,,
a00000000003933,001000000001626,2024-04-01,2025-05-17,Platform,11487,11487,Active,Renewed,,
a00000000003934,001000000002422,2024-04-01,2025-04-06,Automation,15453,15453,Active,Renewed,,
a00000000003935,001000000004205,2024-04-01,2025-05-31,Analytics,13743,13743,Active,Renewed,,
a00000000003936,001000000004702,2024-04-01,2025-05-24,Core,12950,12950,Active,Renewed,,
a00000000003937,001000000001344,2024-04-01,2025-05-09,Automation,11757,11757,Active,Renewed,,
a00000000003938,001000000000575,2024-04-01,2025-05-04,Platform,8515,8515,Active,Renewed,,
a00000000003939,001000000002098,2024-04-01,2025-05-21,Analytics,12946,12946,Active,Renewed,,
a00000000003940,001000000000719,2024-04-01,2025-06-06,Platform,19891,9431,Active,Renewed,,
a00000000003941,001000000001075,2024-04-01,2025-06-28,Analytics,12645,12645,Active,Renewed,,
a00000000003942,001000000003754,2024-04-01,2025-04-30,Core,8842,8842,Active,Renewed,,
a00000000003943,001000000002519,2024-04-01,2025-05-25,Core,15799,15799,Active,Renewed,,
a00000000003944,001000000004293,2024-04-01,2025-06-11,Analytics,10513,10513,Active,Renewed,,
a00000000003945,001000000002112,2024-04-01,2025-06-29,Automation,8681,8681,Active,Renewed,,
a00000000003946,001000000003260,2024-04-01,2025-06-14,Analytics,14734,14734,Active,Renewed,,
a00000000003947,001000000000322,2024-04-01,2025-04-24,Platform,15614,15614,Active,Renewed,,
a00000000003948,001000000001779,2024-04-01,2025-06-13,Core,17020,17020,Active,Renewed,,
a00000000003949,001000000003080,2024-04-01,2025-05-26,Platform,8292,8292,Active,Renewed,,
a00000000003950,001000000000848,2024-04-01,2025-05-26,Automation,11719,11719,Active,Renewed,,
a00000000003951,001000000000312,2024-04-01,2025-05-31,Platform,11227,11227,Active,Renewed,,
a00000000003952,001000000002478,2024-04-01,2025-04-15,Platform,8045,8045,Active,Renewed,,
a00000000003953,001000000003888,2024-04-01,2025-05-18,Core,16704,16704,Active,Renewed,,
a00000000003954,001000000000466,2024-04-01,2025-04-05,Core,12710,12710,Active,Renewed,,
a00000000003955,001000000004205,2024-04-01,2025-06-27,Automation,8731,8731,Active,Renewed,,
a00000000003956,001000000004578,2024-04-01,2025-04-20,Analytics,8900,8900,Active,Renewed,,
a00000000003957,001000000003776,2024-04-01,2025-04-06,Analytics,22201,16636,Active,Renewed,,
a00000000003958,001000000001598,2024-04-01,2025-05-28,Analytics,12475,12475,Active,Renewed,,
a00000000003959,001000000000568,2024-04-01,2025-06-10,Core,9035,9035,Active,Renewed,,
a00000000003960,001000000002287,2024-04-01,2025-06-13,Core,12782,12782,Active,Renewed,,
a00000000003961,001000000001303,2024-04-01,2025-05-03,Automation,14174,14174,Active,Renewed,,
a00000000003962,001000000000176,2024-04-01,2025-06-26,Platform,15584,15584,Active,Renewed,,
a00000000003963,001000000003722,2024-04-01,2025-06-17,Analytics,11543,11543,Active,Renewed,,
a00000000003964,001000000002742,2024-04-01,2025-06-25,Automation,13552,13552,Active,Renewed,,
a00000000003965,001000000004700,2024-04-01,2025-05-18,Core,7771,7771,Active,Renewed,,
a00000000003966,001000000001486,2024-04-01,2025-05-14,Platform,15491,15491,Active,Renewed,,
a00000000003967,001000000003381,2024-04-01,2025-06-23,Automation,8095,8095,Active,Renewed,,
a00000000003968,001000000002533,2024-04-01,2025-06-11,Analytics,10739,10739,Active,Renewed,,
a00000000003969,001000000004944,2024-04-01,2025-04-02,Automation,16468,16468,Active,Renewed,,
a00000000003970,001000000002652,2024-04-01,2025-05-19,Platform,12199,12199,Active,Renewed,,
a00000000003971,001000000001335,2024-04-01,2025-06-21,Analytics,12041,12041,Active,Renewed,,
a00000000003972,001000000003329,2024-04-01,2025-04-26,Automation,10010,10010,Active,Renewed,,
a00000000003973,001000000002395,2024-04-01,2025-05-11,Automation,9474,9474,Active,Renewed,,
a00000000003974,001000000002667,2024-04-01,2025-06-30,Analytics,14350,14350,Active,Renewed,,
a00000000003975,001000000003118,2024-04-01,2025-04-09,Platform,14407,14407,Active,Renewed,,
a00000000003976,001000000000093,2024-04-01,2025-05-25,Platform,10374,10374,Active,Renewed,,
a00000000003977,001000000003514,2024-04-01,2025-06-13,Automation,24481,9994,Active,Renewed,,
a00000000003978,001000000000365,2024-04-01,2025-04-07,Automation,14603,14603,Active,Renewed,,
a00000000003979,001000000001127,2024-04-01,2025-05-21,Core,12089,12089,Active,Renewed,,
a00000000003980,001000000003161,2024-04-01,2025-05-21,Analytics,14497,14497,Active,Renewed,,
a00000000003981,001000000002674,2024-04-01,2025-06-15,Analytics,16355,16355,Active,Renewed,,
a00000000003982,001000000004624,2024-04-01,2025-05-30,Automation,14837,14837,Active,Renewed,,
a00000000003983,001000000000341,2024-04-01,2025-04-14,Automation,16328,16328,Active,Renewed,,
a00000000003984,001000000000513,2024-04-01,2025-04-07,Core,13772,13772,Active,Renewed,,
a00000000003985,001000000003401,2024-04-01,2025-05-15,Automation,16517,16517,Active,Renewed,,
a00000000003986,001000000001131,2024-04-01,2025-06-30,Automation,10680,10680,Active,Renewed,,
a00000000003987,001000000004161,2024-04-01,2025-06-22,Analytics,14678,14678,Active,Renewed,,
a00000000003988,001000000001931,2024-04-01,2025-04-15,Automation,12697,12697,Active,Renewed,,
a00000000003989,001000000003383,2024-04-01,2025-04-06,Automation,11924,11924,Active,Renewed,,
a00000000003990,001000000004552,2024-04-01,2025-05-05,Analytics,16121,16121,Active,Renewed,,
a00000000003991,001000000000220,2024-04-01,2025-05-04,Core,10504,10504,Active,Renewed,,
a00000000003992,001000000002403,2024-04-01,2025-06-05,Core,8589,8589,Active,Renewed,,
a00000000003993,001000000001191,2024-04-01,2025-04-15,Platform,8230,8230,Active,Renewed,,
a00000000003994,001000000000934,2024-04-01,2025-06-02,Core,16886,16886,Active,Renewed,,
a00000000003995,001000000000777,2024-04-01,2025-04-16,Platform,12874,15956,Active,Downgraded,,
a00000000003996,001000000003482,2024-04-01,2025-06-20,Core,10453,10453,Active,Renewed,,
a00000000003997,001000000001595,2024-04-01,2025-04-09,Analytics,14027,8578,Active,Renewed,,
a00000000003998,001000000000864,2024-04-01,2025-04-23,Automation,8556,8556,Active,Renewed,,
a00000000003999,001000000004296,2024-04-01,2025-05-18,Automation,13420,13420,Active,Renewed,,
a00000000004000,001000000003606,2024-04-01,2025-05-15,Automation,15563,15563,Active,Renewed,,
a00000000004001,001000000004294,2024-07-01,2025-08-04,Automation,8681,8681,Active,Pending,,
a00000000004002,001000000004790,2024-07-01,2025-09-12,Core,12784,12784,Active,Pending,,
a00000000004003,001000000002895,2024-07-01,2025-08-31,Platform,9198,9198,Active,Pending,,
a00000000004004,001000000004404,2024-07-01,2025-08-23,Analytics,14928,14928,Active,Pending,,
a00000000004005,001000000004116,2024-07-01,2025-07-23,Analytics,17068,17068,Active,Pending,,
a00000000004006,001000000004520,2024-07-01,2025-08-29,Automation,14047,14047,Active,Pending,,
a00000000004007,001000000004381,2024-07-01,2025-07-28,Analytics,16174,16174,Active,Pending,,
a00000000004008,001000000002753,2024-07-01,2025-07-15,Automation,11558,11558,Active,Pending,,
a00000000004009,001000000001233,2024-07-01,2025-08-03,Automation,16111,16111,Active,Pending,,
a00000000004010,001000000004659,2024-07-01,2025-07-23,Core,12736,12736,Active,Pending,,
a00000000004011,001000000003191,2024-07-01,2025-07-08,Analytics,13085,13085,Active,Pending,,
a00000000004012,001000000002131,2024-07-01,2025-08-04,Platform,17854,17854,Active,Pending,,
a00000000004013,001000000003933,2024-07-01,2025-07-27,Core,8447,8447,Active,Pending,,
a00000000004014,001000000004225,2024-07-01,2025-09-01,Analytics,15627,15627,Active,Pending,,
a00000000004015,001000000001593,2024-07-01,2025-09-22,Core,16554,16554,Active,Pending,,
a00000000004016,001000000002563,2024-07-01,2025-08-05,Platform,15482,15482,Active,Pending,,
a00000000004017,001000000001734,2024-07-01,2025-07-23,Analytics,17564,17564,Active,Pending,,
a00000000004018,001000000002093,2024-07-01,2025-08-12,Automation,14513,14513,Active,Pending,,
a00000000004019,001000000002489,2024-07-01,2025-08-28,Platform,9579,9579,Active,Pending,,
a00000000004020,001000000000102,2024-07-01,2025-07-16,Core,17148,17148,Active,Pending,,
a00000000004021,001000000000893,2024-07-01,2025-07-03,Analytics,8000,8000,Active,Pending,,
a00000000004022,001000000002295,2024-07-01,2025-09-25,Core,14614,14614,Active,Pending,,
a00000000004023,001000000003231,2024-07-01,2025-08-23,Core,11333,11333,Active,Pending,,
a00000000004024,001000000000767,2024-07-01,2025-08-26,Analytics,17467,17467,Active,Pending,,
a00000000004025,001000000003654,2024-07-01,2025-07-12,Automation,12815,12815,Active,Pending,,
a00000000004026,001000000000472,2024-07-01,2025-07-27,Platform,13623,13623,Active,Pending,,
a00000000004027,001000000004353,2024-07-01,2025-09-11,Platform,9935,9935,Active,Pending,,
a00000000004028,001000000004159,2024-07-01,2025-08-25,Core,13297,13297,Active,Pending,,
a00000000004029,001000000000158,2024-07-01,2025-08-24,Automation,16732,16732,Active,Pending,,
